W-P,First Choice,Second Choice,Third Choice,Count,undervote,undervote*count,overvote,Total Irregularities,Duplicates,
9-Aug,RYB,CLA,FLO,1,0,0,,,,
1-Sep,RYB,CLA,FLO,1,0,0,,,,
5-Sep,RYB,CLA,FLO,1,0,0,,,,
8-Sep,RYB,CLA,FLO,1,0,0,,,,
3-Oct,RYB,CLA,FLO,3,0,0,,,,
6-Oct,RYB,CLA,FLO,1,0,0,,,,
7-Oct,RYB,CLA,FLO,1,0,0,,,,
9-Oct,RYB,CLA,FLO,1,0,0,,,,
10-Oct,RYB,CLA,FLO,1,0,0,,,,
11-Oct,RYB,CLA,FLO,1,0,0,,,,
2-Nov,RYB,CLA,FLO,1,0,0,,,,
1-Dec,RYB,CLA,FLO,1,0,0,,,,
2-Dec,RYB,CLA,FLO,1,0,0,,,,
3-Dec,RYB,CLA,FLO,1,0,0,,,,
4-Dec,RYB,CLA,FLO,1,0,0,,,,
8-Dec,RYB,CLA,FLO,2,0,0,,,,
11-Dec,RYB,CLA,FLO,1,0,0,,,,
13-01,RYB,CLA,FLO,1,0,0,,,,
13-03,RYB,CLA,FLO,1,0,0,,,,
13-06,RYB,CLA,FLO,2,0,0,,,,
1-Jan,RYB,CLA,FRA,1,0,0,,,,
2-Jan,RYB,CLA,FRA,2,0,0,,,,
6-Jan,RYB,CLA,FRA,1,0,0,,,,
9-Jan,RYB,CLA,FRA,2,0,0,,,,
1-Feb,RYB,CLA,FRA,1,0,0,,,,
2-Feb,RYB,CLA,FRA,1,0,0,,,,
3-Feb,RYB,CLA,FRA,1,0,0,,,,
3-Mar,RYB,CLA,FRA,2,0,0,,,,
3-Apr,RYB,CLA,FRA,2,0,0,,,,
4-Apr,RYB,CLA,FRA,2,0,0,,,,
7-Apr,RYB,CLA,FRA,1,0,0,,,,
9-Apr,RYB,CLA,FRA,1,0,0,,,,
10-Apr,RYB,CLA,FRA,1,0,0,,,,
1-May,RYB,CLA,FRA,1,0,0,,,,
2-May,RYB,CLA,FRA,1,0,0,,,,
6-May,RYB,CLA,FRA,1,0,0,,,,
3-Jun,RYB,CLA,FRA,2,0,0,,,,
2-Jul,RYB,CLA,FRA,1,0,0,,,,
4-Jul,RYB,CLA,FRA,3,0,0,,,,
5-Jul,RYB,CLA,FRA,1,0,0,,,,
6-Jul,RYB,CLA,FRA,2,0,0,,,,
7-Jul,RYB,CLA,FRA,2,0,0,,,,
6-Aug,RYB,CLA,FRA,2,0,0,,,,
10-Aug,RYB,CLA,FRA,2,0,0,,,,
6-Sep,RYB,CLA,FRA,1,0,0,,,,
8-Sep,RYB,CLA,FRA,1,0,0,,,,
10-Oct,RYB,CLA,FRA,2,0,0,,,,
1-Nov,RYB,CLA,FRA,1,0,0,,,,
4-Nov,RYB,CLA,FRA,1,0,0,,,,
5-Nov,RYB,CLA,FRA,2,0,0,,,,
6-Nov,RYB,CLA,FRA,1,0,0,,,,
7-Nov,RYB,CLA,FRA,2,0,0,,,,
8-Nov,RYB,CLA,FRA,2,0,0,,,,
2-Dec,RYB,CLA,FRA,1,0,0,,,,
3-Dec,RYB,CLA,FRA,1,0,0,,,,
5-Dec,RYB,CLA,FRA,1,0,0,,,,
6-Dec,RYB,CLA,FRA,1,0,0,,,,
10-Dec,RYB,CLA,FRA,1,0,0,,,,
13-03,RYB,CLA,FRA,1,0,0,,,,
13-04,RYB,CLA,FRA,1,0,0,,,,
13-05,RYB,CLA,FRA,2,0,0,,,,
13-08,RYB,CLA,FRA,1,0,0,,,,
13-09,RYB,CLA,FRA,1,0,0,,,,
13-10,RYB,CLA,FRA,2,0,0,,,,
5-Aug,RYB,CLA,GREGORY WASHINGTON,1,0,0,,,,
4-Jun,RYB,CLA,JASON BILL,1,0,0,,,,
2-Jan,RYB,CLA,KOL,1,0,0,,,,
3-Jan,RYB,CLA,KOL,3,0,0,,,,
1-Feb,RYB,CLA,KOL,1,0,0,,,,
3-Mar,RYB,CLA,KOL,1,0,0,,,,
9-Mar,RYB,CLA,KOL,2,0,0,,,,
3-Apr,RYB,CLA,KOL,1,0,0,,,,
4-Apr,RYB,CLA,KOL,1,0,0,,,,
7-Apr,RYB,CLA,KOL,1,0,0,,,,
5-May,RYB,CLA,KOL,1,0,0,,,,
2-Jun,RYB,CLA,KOL,1,0,0,,,,
3-Jun,RYB,CLA,KOL,2,0,0,,,,
4-Jun,RYB,CLA,KOL,4,0,0,,,,
1-Jul,RYB,CLA,KOL,1,0,0,,,,
3-Jul,RYB,CLA,KOL,2,0,0,,,,
4-Jul,RYB,CLA,KOL,2,0,0,,,,
5-Jul,RYB,CLA,KOL,2,0,0,,,,
6-Jul,RYB,CLA,KOL,1,0,0,,,,
7-Jul,RYB,CLA,KOL,2,0,0,,,,
8-Jul,RYB,CLA,KOL,2,0,0,,,,
3-Aug,RYB,CLA,KOL,1,0,0,,,,
5-Aug,RYB,CLA,KOL,1,0,0,,,,
2-Sep,RYB,CLA,KOL,1,0,0,,,,
5-Sep,RYB,CLA,KOL,1,0,0,,,,
7-Sep,RYB,CLA,KOL,1,0,0,,,,
8-Sep,RYB,CLA,KOL,2,0,0,,,,
3-Oct,RYB,CLA,KOL,1,0,0,,,,
4-Oct,RYB,CLA,KOL,1,0,0,,,,
5-Oct,RYB,CLA,KOL,1,0,0,,,,
9-Oct,RYB,CLA,KOL,1,0,0,,,,
10-Oct,RYB,CLA,KOL,2,0,0,,,,
11-Oct,RYB,CLA,KOL,1,0,0,,,,
4-Nov,RYB,CLA,KOL,1,0,0,,,,
5-Nov,RYB,CLA,KOL,2,0,0,,,,
8-Nov,RYB,CLA,KOL,1,0,0,,,,
9-Nov,RYB,CLA,KOL,2,0,0,,,,
2-Dec,RYB,CLA,KOL,1,0,0,,,,
6-Dec,RYB,CLA,KOL,2,0,0,,,,
8-Dec,RYB,CLA,KOL,2,0,0,,,,
10-Dec,RYB,CLA,KOL,1,0,0,,,,
13-02,RYB,CLA,KOL,1,0,0,,,,
13-03,RYB,CLA,KOL,2,0,0,,,,
13-05,RYB,CLA,KOL,2,0,0,,,,
13-06,RYB,CLA,KOL,2,0,0,,,,
13-08,RYB,CLA,KOL,1,0,0,,,,
13-09,RYB,CLA,KOL,1,0,0,,,,
13-10,RYB,CLA,KOL,3,0,0,,,,
1-Jan,RYB,CLA,LOM,1,0,0,,,,
3-Jan,RYB,CLA,LOM,2,0,0,,,,
4-Jan,RYB,CLA,LOM,1,0,0,,,,
5-Jan,RYB,CLA,LOM,1,0,0,,,,
6-Jan,RYB,CLA,LOM,1,0,0,,,,
9-Jan,RYB,CLA,LOM,2,0,0,,,,
3-Feb,RYB,CLA,LOM,1,0,0,,,,
5-Feb,RYB,CLA,LOM,1,0,0,,,,
6-Feb,RYB,CLA,LOM,1,0,0,,,,
11-Feb,RYB,CLA,LOM,1,0,0,,,,
2-Mar,RYB,CLA,LOM,1,0,0,,,,
5-Mar,RYB,CLA,LOM,1,0,0,,,,
7-Mar,RYB,CLA,LOM,1,0,0,,,,
7-Apr,RYB,CLA,LOM,1,0,0,,,,
9-Apr,RYB,CLA,LOM,1,0,0,,,,
1-May,RYB,CLA,LOM,1,0,0,,,,
4-May,RYB,CLA,LOM,1,0,0,,,,
6-May,RYB,CLA,LOM,1,0,0,,,,
10-May,RYB,CLA,LOM,1,0,0,,,,
8-Jun,RYB,CLA,LOM,1,0,0,,,,
1-Jul,RYB,CLA,LOM,2,0,0,,,,
4-Jul,RYB,CLA,LOM,1,0,0,,,,
7-Jul,RYB,CLA,LOM,2,0,0,,,,
9-Jul,RYB,CLA,LOM,2,0,0,,,,
8-Sep,RYB,CLA,LOM,1,0,0,,,,
9-Sep,RYB,CLA,LOM,1,0,0,,,,
10-Sep,RYB,CLA,LOM,1,0,0,,,,
2-Oct,RYB,CLA,LOM,2,0,0,,,,
3-Oct,RYB,CLA,LOM,1,0,0,,,,
4-Oct,RYB,CLA,LOM,1,0,0,,,,
6-Oct,RYB,CLA,LOM,2,0,0,,,,
7-Oct,RYB,CLA,LOM,1,0,0,,,,
8-Oct,RYB,CLA,LOM,1,0,0,,,,
10-Oct,RYB,CLA,LOM,1,0,0,,,,
1-Nov,RYB,CLA,LOM,1,0,0,,,,
3-Nov,RYB,CLA,LOM,1,0,0,,,,
5-Nov,RYB,CLA,LOM,2,0,0,,,,
6-Nov,RYB,CLA,LOM,1,0,0,,,,
8-Nov,RYB,CLA,LOM,1,0,0,,,,
1-Dec,RYB,CLA,LOM,1,0,0,,,,
5-Dec,RYB,CLA,LOM,1,0,0,,,,
6-Dec,RYB,CLA,LOM,1,0,0,,,,
8-Dec,RYB,CLA,LOM,1,0,0,,,,
13-02,RYB,CLA,LOM,1,0,0,,,,
13-03,RYB,CLA,LOM,2,0,0,,,,
13-04,RYB,CLA,LOM,3,0,0,,,,
13-05,RYB,CLA,LOM,2,0,0,,,,
13-07,RYB,CLA,LOM,1,0,0,,,,
13-08,RYB,CLA,LOM,1,0,0,,,,
13-09,RYB,CLA,LOM,2,0,0,,,,
13-10,RYB,CLA,LOM,1,0,0,,,,
7-Apr,RYB,CLA,MCG,1,0,0,,,,
8-Apr,RYB,CLA,MCG,1,0,0,,,,
7-Jun,RYB,CLA,MCG,1,0,0,,,,
8-Jun,RYB,CLA,MCG,1,0,0,,,,
2-Jul,RYB,CLA,MCG,1,0,0,,,,
5-Jul,RYB,CLA,MCG,1,0,0,,,,
8-Jul,RYB,CLA,MCG,1,0,0,,,,
10-Jul,RYB,CLA,MCG,2,0,0,,,,
11-Sep,RYB,CLA,MCG,1,0,0,,,,
5-Nov,RYB,CLA,MCG,2,0,0,,,,
4-Dec,RYB,CLA,MCG,1,0,0,,,,
9-Dec,RYB,CLA,MCG,1,0,0,,,,
13-10,RYB,CLA,MCG,1,0,0,,,,
6-Jul,RYB,CLA,MICHAEL H. LITMAN,1,0,0,,,,
4-Mar,RYB,CLA,SEAN WELCH,1,0,0,,,,
3-Jun,RYB,CLA,WIL,1,0,0,,,,
4-Jun,RYB,CLA,WIL,1,0,0,,,,
10-Oct,RYB,CLA,WIL,1,0,0,,,,
13-03,RYB,CLA,WIL,1,0,0,,,,
1-Jan,RYB,CLA,XXX,2,1,2,,,,
2-Jan,RYB,CLA,XXX,1,1,1,,,,
3-Jan,RYB,CLA,XXX,1,1,1,,,,
5-Jan,RYB,CLA,XXX,1,1,1,,,,
6-Jan,RYB,CLA,XXX,1,1,1,,,,
7-Jan,RYB,CLA,XXX,1,1,1,,,,
10-Jan,RYB,CLA,XXX,4,1,4,,,,
2-Feb,RYB,CLA,XXX,2,1,2,,,,
3-Feb,RYB,CLA,XXX,1,1,1,,,,
6-Feb,RYB,CLA,XXX,1,1,1,,,,
8-Feb,RYB,CLA,XXX,1,1,1,,,,
1-Mar,RYB,CLA,XXX,1,1,1,,,,
2-Mar,RYB,CLA,XXX,2,1,2,,,,
3-Mar,RYB,CLA,XXX,4,1,4,,,,
7-Mar,RYB,CLA,XXX,1,1,1,,,,
8-Apr,RYB,CLA,XXX,2,1,2,,,,
10-Apr,RYB,CLA,XXX,1,1,1,,,,
1-May,RYB,CLA,XXX,2,1,2,,,,
4-May,RYB,CLA,XXX,1,1,1,,,,
6-May,RYB,CLA,XXX,1,1,1,,,,
10-May,RYB,CLA,XXX,1,1,1,,,,
1-Jun,RYB,CLA,XXX,1,1,1,,,,
2-Jun,RYB,CLA,XXX,2,1,2,,,,
4-Jun,RYB,CLA,XXX,3,1,3,,,,
1-Jul,RYB,CLA,XXX,2,1,2,,,,
2-Jul,RYB,CLA,XXX,1,1,1,,,,
3-Jul,RYB,CLA,XXX,4,1,4,,,,
4-Jul,RYB,CLA,XXX,4,1,4,,,,
5-Jul,RYB,CLA,XXX,1,1,1,,,,
6-Jul,RYB,CLA,XXX,1,1,1,,,,
7-Jul,RYB,CLA,XXX,1,1,1,,,,
8-Jul,RYB,CLA,XXX,2,1,2,,,,
9-Jul,RYB,CLA,XXX,2,1,2,,,,
10-Jul,RYB,CLA,XXX,2,1,2,,,,
11-Jul,RYB,CLA,XXX,3,1,3,,,,
2-Aug,RYB,CLA,XXX,1,1,1,,,,
4-Aug,RYB,CLA,XXX,1,1,1,,,,
6-Aug,RYB,CLA,XXX,3,1,3,,,,
7-Aug,RYB,CLA,XXX,1,1,1,,,,
8-Aug,RYB,CLA,XXX,1,1,1,,,,
9-Aug,RYB,CLA,XXX,3,1,3,,,,
10-Aug,RYB,CLA,XXX,2,1,2,,,,
5-Sep,RYB,CLA,XXX,1,1,1,,,,
8-Sep,RYB,CLA,XXX,3,1,3,,,,
10-Sep,RYB,CLA,XXX,1,1,1,,,,
1-Oct,RYB,CLA,XXX,1,1,1,,,,
2-Oct,RYB,CLA,XXX,2,1,2,,,,
3-Oct,RYB,CLA,XXX,4,1,4,,,,
4-Oct,RYB,CLA,XXX,1,1,1,,,,
6-Oct,RYB,CLA,XXX,1,1,1,,,,
7-Oct,RYB,CLA,XXX,2,1,2,,,,
8-Oct,RYB,CLA,XXX,2,1,2,,,,
9-Oct,RYB,CLA,XXX,2,1,2,,,,
10-Oct,RYB,CLA,XXX,1,1,1,,,,
11-Oct,RYB,CLA,XXX,3,1,3,,,,
1-Nov,RYB,CLA,XXX,4,1,4,,,,
2-Nov,RYB,CLA,XXX,5,1,5,,,,
6-Nov,RYB,CLA,XXX,2,1,2,,,,
7-Nov,RYB,CLA,XXX,1,1,1,,,,
8-Nov,RYB,CLA,XXX,4,1,4,,,,
2-Dec,RYB,CLA,XXX,1,1,1,,,,
3-Dec,RYB,CLA,XXX,1,1,1,,,,
4-Dec,RYB,CLA,XXX,3,1,3,,,,
5-Dec,RYB,CLA,XXX,1,1,1,,,,
6-Dec,RYB,CLA,XXX,2,1,2,,,,
8-Dec,RYB,CLA,XXX,3,1,3,,,,
9-Dec,RYB,CLA,XXX,1,1,1,,,,
13-01,RYB,CLA,XXX,4,1,4,,,,
13-02,RYB,CLA,XXX,5,1,5,,,,
13-03,RYB,CLA,XXX,2,1,2,,,,
13-04,RYB,CLA,XXX,1,1,1,,,,
13-05,RYB,CLA,XXX,8,1,8,,,,
13-06,RYB,CLA,XXX,7,1,7,,,,
13-07,RYB,CLA,XXX,1,1,1,,,,
13-08,RYB,CLA,XXX,3,1,3,,,,
13-09,RYB,CLA,XXX,1,1,1,,,,
13-09,RYB,CLA,XXX,3,1,3,,,,
13-10,RYB,CLA,XXX,3,1,3,,,,
13-02,RYB,CLARE L RITTER,JEROME A RITTER,1,0,0,,,,
9-Nov,RYB,COREY HINES,LOM,1,0,0,,,,
13-10,RYB,D.SCOTT DIBBLE,FRANK HORNSTEIN,1,0,0,,,,
9-Dec,RYB,DAN POPELKA,XXX,1,1,1,,,,
6-Aug,RYB,DAN WEXLER,STEPHEN GRAY,1,0,0,,,,
6-Aug,RYB,DARIN REIDEL,XXX,1,1,1,,,,
5-Nov,RYB,DAVE BICKING,XXX,1,1,1,,,,
8-Sep,RYB,DAVID STRICHEZ,LOM,1,0,0,,,,
2-May,RYB,DENIS WAGNER,XXX,1,1,1,,,,
1-Feb,RYB,DIANE LILLY,CAR,1,0,0,,,,
3-Jan,RYB,EVE,CAR,1,0,0,,,,
9-Mar,RYB,EVE,CAR,1,0,0,,,,
4-May,RYB,EVE,CAR,1,0,0,,,,
8-May,RYB,EVE,CAR,1,0,0,,,,
8-Jul,RYB,EVE,CAR,2,0,0,,,,
6-Aug,RYB,EVE,CAR,1,0,0,,,,
7-Aug,RYB,EVE,CAR,1,0,0,,,,
5-Nov,RYB,EVE,CAR,1,0,0,,,,
7-Nov,RYB,EVE,CAR,1,0,0,,,,
13-08,RYB,EVE,CAR,1,0,0,,,,
3-Feb,RYB,EVE,CLA,1,0,0,,,,
3-Mar,RYB,EVE,CLA,1,0,0,,,,
3-Apr,RYB,EVE,CLA,1,0,0,,,,
10-May,RYB,EVE,CLA,1,0,0,,,,
1-Jul,RYB,EVE,CLA,1,0,0,,,,
7-Jul,RYB,EVE,CLA,1,0,0,,,,
9-Jul,RYB,EVE,CLA,1,0,0,,,,
5-Aug,RYB,EVE,CLA,1,0,0,,,,
10-Aug,RYB,EVE,CLA,1,0,0,,,,
8-Sep,RYB,EVE,CLA,2,0,0,,,,
1-Oct,RYB,EVE,CLA,2,0,0,,,,
9-Oct,RYB,EVE,CLA,1,0,0,,,,
8-Dec,RYB,EVE,CLA,1,0,0,,,,
13-06,RYB,EVE,CLA,1,0,0,,,,
13-10,RYB,EVE,CLA,1,0,0,,,,
1-Jan,RYB,EVE,FIS,2,0,0,,,,
1-Feb,RYB,EVE,FIS,1,0,0,,,,
1-Feb,RYB,EVE,FIS,6,0,0,,,,
5-Feb,RYB,EVE,FIS,1,0,0,,,,
6-Mar,RYB,EVE,FIS,1,0,0,,,,
3-Apr,RYB,EVE,FIS,1,0,0,,,,
5-May,RYB,EVE,FIS,1,0,0,,,,
8-May,RYB,EVE,FIS,1,0,0,,,,
2-Jul,RYB,EVE,FIS,1,0,0,,,,
3-Jul,RYB,EVE,FIS,2,0,0,,,,
4-Jul,RYB,EVE,FIS,1,0,0,,,,
6-Jul,RYB,EVE,FIS,1,0,0,,,,
6-Aug,RYB,EVE,FIS,1,0,0,,,,
3-Oct,RYB,EVE,FIS,2,0,0,,,,
6-Oct,RYB,EVE,FIS,2,0,0,,,,
7-Nov,RYB,EVE,FIS,1,0,0,,,,
2-Dec,RYB,EVE,FIS,1,0,0,,,,
9-Dec,RYB,EVE,FIS,1,0,0,,,,
13-09,RYB,EVE,FIS,1,0,0,,,,
3-Jan,RYB,EVE,FLO,1,0,0,,,,
6-Jan,RYB,EVE,FLO,1,0,0,,,,
2-Feb,RYB,EVE,FLO,1,0,0,,,,
7-Feb,RYB,EVE,FLO,1,0,0,,,,
10-Feb,RYB,EVE,FLO,1,0,0,,,,
1-Mar,RYB,EVE,FLO,1,0,0,,,,
2-Mar,RYB,EVE,FLO,2,0,0,,,,
8-Mar,RYB,EVE,FLO,1,0,0,,,,
1-Apr,RYB,EVE,FLO,1,0,0,,,,
2-Apr,RYB,EVE,FLO,1,0,0,,,,
5-Apr,RYB,EVE,FLO,1,0,0,,,,
